timestamp(dd-mm-yyyy hh:mm:ss:ms),responseIP,latency(ms),traceroute_ips,traceroute_hnames,hop count,Content-Type,Content-Length,Connection,Date,Last-Modified,ETag,x-amz-storage-class,x-amz-server-side-encryption,x-amz-meta-dv-checksum-sha-1,x-amz-meta-dv-checksum-md5,x-amz-meta-dv-checksum-sha-256,Accept-Ranges,Server,X-Cache,Via,X-Amz-Cf-Pop,X-Amz-Cf-Id,Age,url,info,reasponseHeaders
26-05-2023_01:31:38:733857,108.138.199.35,14.495626000000428,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.46', '154.54.57.130', '154.54.61.90', '149.29.29.74', '*', '*', '*', '*', '*', '15.230.143.187', '108.138.199.35']","['salt.box', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', 'be5655.rcr71.gva01.atlas.cogentco.com', 'be2983.rcr71.brn02.atlas.cogentco.com', 'be3172.ccr52.zrh02.atlas.cogentco.com', 'be2196.rcr21.mil01.atlas.cogentco.com', 'amazon.demarc.cogentco.com', '*', '*', '*', '*', '*', '15.230.143.187', 'server-108-138-199-35.mxp64.r.cloudfront.net']",18,video/mp4,2632054628,keep-alive,"Fri, 12 May 2023 17:48:58 GMT","Fri, 12 May 2023 08:07:12 GMT","""c03c6f0449b2422f9b1021383b4828c9-503""", ,AES256,97f00fbefbe068755060e55d8bd64ad9e676745e,4ef64285a06ae23ce6712d68bcc6818b,77d748ee603c349a03dc28ea83094ef4dbaf9a9cea4295cc1afcd00f8b5f4562,bytes,AmazonS3,Hit from cloudfront,1.1 c651b6f427de520af17b746abf0c7ee6.cloudfront.net (CloudFront),MXP64-P2,V6E3A7F0mJ4N6HHtQCwi7agpoRsPqAZvh2Q6NVuU85nDWFGNug834A==,1143761,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$HFfn88x79JpN7GTdPBIsZ-Gf5_8~/f9b9/09a6/4d28/40f2-979f-f7198e303dd1/f58d50df-b38c-456a-ac07-59f78a4d1a9a_video_12.mp4?amznDtid=AOAGZA014O5RE,media provided by PrimeVideo,"{'Content-Type': 'video/mp4', 'Content-Length': '2632054628', 'Connection': 'keep-alive', 'Date': 'Fri, 12 May 2023 17:48:58 GMT', 'Last-Modified': 'Fri, 12 May 2023 08:07:12 GMT', 'ETag': '""c03c6f0449b2422f9b1021383b4828c9-503""', 'x-amz-server-side-encryption': 'AES256', 'x-amz-meta-dv-checksum-sha-1': '97f00fbefbe068755060e55d8bd64ad9e676745e', 'x-amz-meta-dv-checksum-md5': '4ef64285a06ae23ce6712d68bcc6818b', 'x-amz-meta-dv-checksum-sha-256': '77d748ee603c349a03dc28ea83094ef4dbaf9a9cea4295cc1afcd00f8b5f4562', 'Accept-Ranges': 'bytes', 'Server': 'AmazonS3', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 c651b6f427de520af17b746abf0c7ee6.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'MXP64-P2', 'X-Amz-Cf-Id': 'V6E3A7F0mJ4N6HHtQCwi7agpoRsPqAZvh2Q6NVuU85nDWFGNug834A==', 'Age': '1143761'}"
26-05-2023_01:32:12:060942,108.138.199.35,15.011831999999004,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.46', '154.54.57.130', '154.54.61.90', '149.29.29.74', '*', '*', '*', '*', '*', '15.230.143.187', '108.138.199.35']","['salt.box', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', 'be5655.rcr71.gva01.atlas.cogentco.com', 'be2983.rcr71.brn02.atlas.cogentco.com', 'be3172.ccr52.zrh02.atlas.cogentco.com', 'be2196.rcr21.mil01.atlas.cogentco.com', 'amazon.demarc.cogentco.com', '*', '*', '*', '*', '*', '15.230.143.187', 'server-108-138-199-35.mxp64.r.cloudfront.net']",18,video/mp4,2632054628,keep-alive,"Fri, 12 May 2023 17:48:58 GMT","Fri, 12 May 2023 08:07:12 GMT","""c03c6f0449b2422f9b1021383b4828c9-503""", ,AES256,97f00fbefbe068755060e55d8bd64ad9e676745e,4ef64285a06ae23ce6712d68bcc6818b,77d748ee603c349a03dc28ea83094ef4dbaf9a9cea4295cc1afcd00f8b5f4562,bytes,AmazonS3,Hit from cloudfront,1.1 c651b6f427de520af17b746abf0c7ee6.cloudfront.net (CloudFront),MXP64-P2,xqEqFzhYqsj-G7T0IdmvdY1E35eNinXrA6IUjoYiXfjZznjVqA68Ag==,1143795,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$HFfn88x79JpN7GTdPBIsZ-Gf5_8~/f9b9/09a6/4d28/40f2-979f-f7198e303dd1/f58d50df-b38c-456a-ac07-59f78a4d1a9a_video_12.mp4?amznDtid=AOAGZA014O5RE,media provided by PrimeVideo,"{'Content-Type': 'video/mp4', 'Content-Length': '2632054628', 'Connection': 'keep-alive', 'Date': 'Fri, 12 May 2023 17:48:58 GMT', 'Last-Modified': 'Fri, 12 May 2023 08:07:12 GMT', 'ETag': '""c03c6f0449b2422f9b1021383b4828c9-503""', 'x-amz-server-side-encryption': 'AES256', 'x-amz-meta-dv-checksum-sha-1': '97f00fbefbe068755060e55d8bd64ad9e676745e', 'x-amz-meta-dv-checksum-md5': '4ef64285a06ae23ce6712d68bcc6818b', 'x-amz-meta-dv-checksum-sha-256': '77d748ee603c349a03dc28ea83094ef4dbaf9a9cea4295cc1afcd00f8b5f4562', 'Accept-Ranges': 'bytes', 'Server': 'AmazonS3', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 c651b6f427de520af17b746abf0c7ee6.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'MXP64-P2', 'X-Amz-Cf-Id': 'xqEqFzhYqsj-G7T0IdmvdY1E35eNinXrA6IUjoYiXfjZznjVqA68Ag==', 'Age': '1143795'}"
26-05-2023_01:32:37:565767,18.165.183.124,9.355779000003395,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '*', '99.82.180.94', '52.93.42.231', '52.93.42.143', '*', '*', '*', '*', '*', '*', '15.230.244.0', '18.165.183.124']","['salt.box', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '*', '99.82.180.94', '52.93.42.231', '52.93.42.143', '*', '*', '*', '*', '*', '*', '15.230.244.0', 'server-18-165-183-124.zrh55.r.cloudfront.net']",17,video/mp4,2632054628,keep-alive,"Fri, 12 May 2023 09:17:36 GMT","Fri, 12 May 2023 08:07:12 GMT","""c03c6f0449b2422f9b1021383b4828c9-503""", ,AES256,97f00fbefbe068755060e55d8bd64ad9e676745e,4ef64285a06ae23ce6712d68bcc6818b,77d748ee603c349a03dc28ea83094ef4dbaf9a9cea4295cc1afcd00f8b5f4562,bytes,AmazonS3,Hit from cloudfront,1.1 2177a1d449a3e8dc7269040f15d81cb0.cloudfront.net (CloudFront),ZRH55-P1,dsQ9FiLQElrZLVY8sY7N7GAEWb73kCyBM_o48Kqix2e7orxZBnVtNw==,1174502,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$HFfn88x79JpN7GTdPBIsZ-Gf5_8~/f9b9/09a6/4d28/40f2-979f-f7198e303dd1/f58d50df-b38c-456a-ac07-59f78a4d1a9a_video_12.mp4?amznDtid=AOAGZA014O5RE,media provided by PrimeVideo,"{'Content-Type': 'video/mp4', 'Content-Length': '2632054628', 'Connection': 'keep-alive', 'Date': 'Fri, 12 May 2023 09:17:36 GMT', 'Last-Modified': 'Fri, 12 May 2023 08:07:12 GMT', 'ETag': '""c03c6f0449b2422f9b1021383b4828c9-503""', 'x-amz-server-side-encryption': 'AES256', 'x-amz-meta-dv-checksum-sha-1': '97f00fbefbe068755060e55d8bd64ad9e676745e', 'x-amz-meta-dv-checksum-md5': '4ef64285a06ae23ce6712d68bcc6818b', 'x-amz-meta-dv-checksum-sha-256': '77d748ee603c349a03dc28ea83094ef4dbaf9a9cea4295cc1afcd00f8b5f4562', 'Accept-Ranges': 'bytes', 'Server': 'AmazonS3', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 2177a1d449a3e8dc7269040f15d81cb0.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'ZRH55-P1', 'X-Amz-Cf-Id': 'dsQ9FiLQElrZLVY8sY7N7GAEWb73kCyBM_o48Kqix2e7orxZBnVtNw==', 'Age': '1174502'}"
