timestamp(dd-mm-yyyy hh:mm:ss:ms),responseIP,latency(ms),Content-Type,Content-Length,Connection,Date,Last-Modified,ETag,x-amz-storage-class,x-amz-server-side-encryption,x-amz-meta-dv-checksum-sha-1,x-amz-meta-dv-checksum-md5,x-amz-meta-dv-checksum-sha-256,Accept-Ranges,Server,X-Cache,Via,X-Amz-Cf-Pop,X-Amz-Cf-Id,Age,url,info
25-05-2023_23:40:00:844361,18.165.185.128,7.912306999999785,image/png,244876,keep-alive,"Thu, 25 May 2023 15:11:39 GMT","Thu, 06 Apr 2023 09:50:25 GMT","""9b79ac63ddadcdb5bd38549823305915""", ,AES256, , , ,bytes,AmazonS3,Hit from cloudfront,1.1 20e88007b6f5218ef5942bc3581c73b8.cloudfront.net (CloudFront),ZRH55-P1,rsu3byMKpZlz6HSwTGyvH0b9l6FuCScP5UoQpa4XiCokjzHrjr3e_Q==,23303,https://d1smtvqebyyniu.cloudfront.net/screenshot,my image hosted on CloudFront
