timestamp(dd-mm-yyyy hh:mm:ss:ms),responseIP,response_time(ms),latency(ms),traceroute_ips,traceroute_hnames,hop count,Content-Type,Content-Length,Connection,Date,Last-Modified,ETag,x-amz-storage-class,x-amz-server-side-encryption,x-amz-meta-dv-checksum-sha-1,x-amz-meta-dv-checksum-md5,x-amz-meta-dv-checksum-sha-256,Accept-Ranges,Server,X-Server-IP,X-Server-IP_hops,X-Server-IP_hnames,X-Server-IP_hopcount,X-Cache,Via,X-Amz-Cf-Pop,X-Amz-Cf-Id,Age,url,info,reasponseHeaders
27-06-2023_06:04:11:964448,54.240.129.106,499.773,160.73128813877702,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.88.224.218', '52.93.47.157', '15.230.28.173', '*', '*', '*', '*', '*', '54.240.129.106']","['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.88.224.218', '52.93.47.157', '15.230.28.173', '*', '*', '*', '*', '*', '54.240.129.106']",26,video/mp4,160119244,keep-alive,"Fri, 23 Jun 2023 17:46:33 GMT","Wed, 08 Mar 2023 00:08:36 GMT","""015bb633ac96092fbafacd55b73647de-31""",INTELLIGENT_TIERING,AES256,9e32d90f6cae0420fa933a38463dff7a9227c53e,153b944a15d7038581c473366748bc9b,1ec50126d40f06224aaf71abf7c4322c9966a6e1cb5f1b44f17a3ebb192485d5,bytes,AmazonS3,54.239.210.206,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.60.165', '154.54.89.225', '154.54.24.222', '154.54.28.130', '154.54.2.6', '154.54.26.53', '154.54.45.162', '154.54.40.146', '154.54.5.102', '38.142.246.122', '15.230.28.19', '15.230.28.171', '*', '*', '*', '*', '*', '54.239.210.206']","['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.60.165', '154.54.89.225', '154.54.24.222', '154.54.28.130', '154.54.2.6', '154.54.26.53', '154.54.45.162', '154.54.40.146', '154.54.5.102', '38.142.246.122', '15.230.28.19', '15.230.28.171', '*', '*', '*', '*', '*', '54.239.210.206']",26,Hit from cloudfront,1.1 da1354ace348fa50d20c64e4d6887f72.cloudfront.net (CloudFront),SFO5-M1,FqVyuwVzvmXC9tVhBgweZIR1EHoBVe4nATBKoyEDXg8DN72WtJjAqg==,296260,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$drmmMGQSw0HagTESShDBlYhp26I~/078f/f4ff/4258/4f21-87c1-c289b2bf683c/1ecb0674-1ad5-4e26-aaa4-f48d5fa30881_video_5.mp4?amznDtid=AOAGZA014O5RE,media provided by PrimeVideo,"{'Content-Type': 'video/mp4', 'Content-Length': '160119244', 'Connection': 'keep-alive', 'Date': 'Fri, 23 Jun 2023 17:46:33 GMT', 'Last-Modified': 'Wed, 08 Mar 2023 00:08:36 GMT', 'ETag': '""015bb633ac96092fbafacd55b73647de-31""', 'x-amz-storage-class': 'INTELLIGENT_TIERING', 'x-amz-server-side-encryption': 'AES256', 'x-amz-meta-dv-checksum-sha-1': '9e32d90f6cae0420fa933a38463dff7a9227c53e', 'x-amz-meta-dv-checksum-md5': '153b944a15d7038581c473366748bc9b', 'x-amz-meta-dv-checksum-sha-256': '1ec50126d40f06224aaf71abf7c4322c9966a6e1cb5f1b44f17a3ebb192485d5', 'Accept-Ranges': 'bytes', 'Server': 'AmazonS3', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 da1354ace348fa50d20c64e4d6887f72.cloudfront.net (CloudFront)', 'X-Server-IP': '54.239.210.206', 'X-Amz-Cf-Pop': 'SFO5-M1', 'X-Amz-Cf-Id': 'FqVyuwVzvmXC9tVhBgweZIR1EHoBVe4nATBKoyEDXg8DN72WtJjAqg==', 'Age': '296260'}"
27-06-2023_06:05:19:316125,54.240.131.119,500.00199999999995,160.95070587471128,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.142.246.122', '15.230.28.11', '15.230.28.131', '*', '*', '*', '*', '*', '54.240.131.119']","['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.142.246.122', '15.230.28.11', '15.230.28.131', '*', '*', '*', '*', '*', '54.240.131.119']",26,video/mp4,160119244,keep-alive,"Fri, 23 Jun 2023 17:46:33 GMT","Wed, 08 Mar 2023 00:08:36 GMT","""015bb633ac96092fbafacd55b73647de-31""",INTELLIGENT_TIERING,AES256,9e32d90f6cae0420fa933a38463dff7a9227c53e,153b944a15d7038581c473366748bc9b,1ec50126d40f06224aaf71abf7c4322c9966a6e1cb5f1b44f17a3ebb192485d5,bytes,AmazonS3,54.239.214.204,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.88.224.218', '52.93.47.149', '15.230.28.165', '*', '*', '*', '*', '*', '54.239.214.204']","['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.88.224.218', '52.93.47.149', '15.230.28.165', '*', '*', '*', '*', '*', '54.239.214.204']",26,Hit from cloudfront,1.1 4de7cfb1ad73fa50b317401657fcec8e.cloudfront.net (CloudFront),SFO50-M3,Fej6Z9En0_X5cjz1Sji76bvdM3QztiKF3Fa4LxILVgqPL6BQyb_yrA==,296327,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$drmmMGQSw0HagTESShDBlYhp26I~/078f/f4ff/4258/4f21-87c1-c289b2bf683c/1ecb0674-1ad5-4e26-aaa4-f48d5fa30881_video_5.mp4?amznDtid=AOAGZA014O5RE,media provided by PrimeVideo,"{'Content-Type': 'video/mp4', 'Content-Length': '160119244', 'Connection': 'keep-alive', 'Date': 'Fri, 23 Jun 2023 17:46:33 GMT', 'Last-Modified': 'Wed, 08 Mar 2023 00:08:36 GMT', 'ETag': '""015bb633ac96092fbafacd55b73647de-31""', 'x-amz-storage-class': 'INTELLIGENT_TIERING', 'x-amz-server-side-encryption': 'AES256', 'x-amz-meta-dv-checksum-sha-1': '9e32d90f6cae0420fa933a38463dff7a9227c53e', 'x-amz-meta-dv-checksum-md5': '153b944a15d7038581c473366748bc9b', 'x-amz-meta-dv-checksum-sha-256': '1ec50126d40f06224aaf71abf7c4322c9966a6e1cb5f1b44f17a3ebb192485d5', 'Accept-Ranges': 'bytes', 'Server': 'AmazonS3', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 4de7cfb1ad73fa50b317401657fcec8e.cloudfront.net (CloudFront)', 'X-Server-IP': '54.239.214.204', 'X-Amz-Cf-Pop': 'SFO50-M3', 'X-Amz-Cf-Id': 'Fej6Z9En0_X5cjz1Sji76bvdM3QztiKF3Fa4LxILVgqPL6BQyb_yrA==', 'Age': '296327'}"
27-06-2023_06:06:15:051868,54.240.130.121,502.61100000000005,160.0471360143274,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.142.246.130', '15.230.28.25', '54.240.242.185', '*', '*', '*', '*', '*', '54.240.130.121']","['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.36.165', '154.54.89.221', '154.54.7.158', '154.54.28.70', '154.54.0.54', '154.54.5.217', '154.54.44.86', '154.54.31.190', '154.54.1.194', '38.142.246.130', '15.230.28.25', '54.240.242.185', '*', '*', '*', '*', '*', '54.240.130.121']",26,video/mp4,160119244,keep-alive,"Fri, 23 Jun 2023 17:46:33 GMT","Wed, 08 Mar 2023 00:08:36 GMT","""015bb633ac96092fbafacd55b73647de-31""",INTELLIGENT_TIERING,AES256,9e32d90f6cae0420fa933a38463dff7a9227c53e,153b944a15d7038581c473366748bc9b,1ec50126d40f06224aaf71abf7c4322c9966a6e1cb5f1b44f17a3ebb192485d5,bytes,AmazonS3,54.239.213.39,"['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.60.165', '154.54.89.225', '154.54.24.222', '154.54.28.130', '154.54.2.6', '154.54.26.53', '154.54.45.162', '154.54.40.146', '154.54.5.102', '38.142.246.130', '15.230.28.27', '15.230.28.131', '*', '*', '*', '*', '*', '54.239.213.39']","['192.168.1.1', '10.118.96.1', '10.80.128.241', '10.96.127.161', '213.55.155.5', '10.80.128.109', '149.6.54.73', '154.54.57.33', '154.54.60.165', '154.54.89.225', '154.54.24.222', '154.54.28.130', '154.54.2.6', '154.54.26.53', '154.54.45.162', '154.54.40.146', '154.54.5.102', '38.142.246.130', '15.230.28.27', '15.230.28.131', '*', '*', '*', '*', '*', '54.239.213.39']",26,Hit from cloudfront,1.1 cfcbbe663949b65f7c37cf2b51d5059c.cloudfront.net (CloudFront),SFO20-M2,UshCamo5DrKx4m7BByGE-sqISZOAQtUnpyDxnfZxSmIPhY-GRoj1dA==,296383,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$drmmMGQSw0HagTESShDBlYhp26I~/078f/f4ff/4258/4f21-87c1-c289b2bf683c/1ecb0674-1ad5-4e26-aaa4-f48d5fa30881_video_5.mp4?amznDtid=AOAGZA014O5RE,media provided by PrimeVideo,"{'Content-Type': 'video/mp4', 'Content-Length': '160119244', 'Connection': 'keep-alive', 'Date': 'Fri, 23 Jun 2023 17:46:33 GMT', 'Last-Modified': 'Wed, 08 Mar 2023 00:08:36 GMT', 'ETag': '""015bb633ac96092fbafacd55b73647de-31""', 'x-amz-storage-class': 'INTELLIGENT_TIERING', 'x-amz-server-side-encryption': 'AES256', 'x-amz-meta-dv-checksum-sha-1': '9e32d90f6cae0420fa933a38463dff7a9227c53e', 'x-amz-meta-dv-checksum-md5': '153b944a15d7038581c473366748bc9b', 'x-amz-meta-dv-checksum-sha-256': '1ec50126d40f06224aaf71abf7c4322c9966a6e1cb5f1b44f17a3ebb192485d5', 'Accept-Ranges': 'bytes', 'Server': 'AmazonS3', 'X-Cache': 'Hit from cloudfront', 'Via': '1.1 cfcbbe663949b65f7c37cf2b51d5059c.cloudfront.net (CloudFront)', 'X-Server-IP': '54.239.213.39', 'X-Amz-Cf-Pop': 'SFO20-M2', 'X-Amz-Cf-Id': 'UshCamo5DrKx4m7BByGE-sqISZOAQtUnpyDxnfZxSmIPhY-GRoj1dA==', 'Age': '296383'}"
