name,url_titlepage,url_videopage,url_chunk,content
crownsville-hospital-from-lunacy-to-legacy,https://www.magellantv.com/video/crownsville-hospital-from-lunacy-to-legacy,https://www.magellantv.com/video/crownsville-hospital-from-lunacy-to-legacy?type=v,https://d8dplxrhycocu.cloudfront.net/VKPD33gR/video/fmp4/h265/720p_1900000/segment_0.m4s,magellantv_mind-body
sensitive-the-untold-story,https://www.magellantv.com/video/sensitive-the-untold-story,https://www.magellantv.com/video/sensitive-the-untold-story?type=v,https://d8dplxrhycocu.cloudfront.net/yEFZC5JY/video/fmp4/h265/720p_1900000/segment_0.m4s,magellantv_mind-body
life-on-the-psych-ward,https://www.magellantv.com/video/life-on-the-psych-ward,https://www.magellantv.com/video/life-on-the-psych-ward?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24f9c_f9d7c5bf2c26122313cda0159c30b2038077553e/site/4pSWjNlc/media/PTUD75kg/version/cKWYEAxa/manifest.ism/manifest-audio_eng=112000-video_eng=192307-1.ts,magellantv_mind-body
milk,https://www.magellantv.com/video/milk,https://www.magellantv.com/video/milk?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fa1_90e5478e2004c583cca6ceaa02bee395d9bca700/site/4pSWjNlc/media/xm8tBGch/version/xm8tBGch/manifest.ism/manifest-audio_eng=112000-video_eng=177008-1.ts,magellantv_mind-body
covid19-the-asian-way,https://www.magellantv.com/video/covid19-the-asian-way,https://www.magellantv.com/video/covid19-the-asian-way?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fa7_337dc8f03c6f1cc5769d021825d3b014bf442d5c/site/4pSWjNlc/media/GexhKy7J/version/GexhKy7J/manifest.ism/manifest-audio_eng=112000-video_eng=303475-3.ts,magellantv_mind-body
good-better-vegan,https://www.magellantv.com/video/good-better-vegan,https://www.magellantv.com/video/good-better-vegan?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24faf_4a2fe2769794747e059dde863ad949c1fc3d3b07/site/4pSWjNlc/media/2GiDL5fZ/version/2GiDL5fZ/manifest.ism/manifest-audio_eng=112000-video_eng=231938-1.ts,magellantv_mind-body
the-new-science-of-food,https://www.magellantv.com/video/the-new-science-of-food,https://www.magellantv.com/video/the-new-science-of-food?type=v,https://d8dplxrhycocu.cloudfront.net/QLgVfBE7/video/fmp4/h265/720p_1900000/segment_0.m4s,magellantv_mind-body
the-twinning-reaction,https://www.magellantv.com/video/the-twinning-reaction,https://www.magellantv.com/video/the-twinning-reaction?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fbc_55ad23f2f330975dd8caa2c7ea48466b7c7dac24/site/4pSWjNlc/media/ZY5yooS7/version/ZY5yooS7/manifest.ism/manifest-audio_eng=112001-video_eng=161444-2.ts,magellantv_mind-body
the-chocolate-diet,https://www.magellantv.com/video/the-chocolate-diet,https://www.magellantv.com/video/the-chocolate-diet?type=v,https://d8dplxrhycocu.cloudfront.net/13dOiYyy/video/fmp4/h265/720p_1900000/segment_0.m4s,magellantv_mind-body
boy-inside-trapped-by-tourettes,https://www.magellantv.com/video/boy-inside-trapped-by-tourettes,https://www.magellantv.com/video/boy-inside-trapped-by-tourettes?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fc8_e877f71faec837083928b166e7eca14e2b9fe52e/site/4pSWjNlc/media/dXM9aR7i/version/dXM9aR7i/manifest.ism/manifest-audio_eng=112000-video_eng=259838-1.ts,magellantv_mind-body
world-war-zika,https://www.magellantv.com/video/world-war-zika,https://www.magellantv.com/video/world-war-zika?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fd0_e2585ee1b201736df449a5e45170e26114d8df40/site/4pSWjNlc/media/bz6uL6nr/version/bz6uL6nr/manifest.ism/manifest-audio_eng=112000-video_eng=222717-1.ts,magellantv_mind-body
globesity,https://www.magellantv.com/video/globesity,https://www.magellantv.com/video/globesity?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fd7_e1b7e89ed6cd44930989e02a601147c663a357ec/site/4pSWjNlc/media/EdMFpAja/version/EdMFpAja/manifest.ism/manifest-audio_eng=112000-video_eng=233353-1.ts,magellantv_mind-body
intersexion,https://www.magellantv.com/video/intersexion,https://www.magellantv.com/video/intersexion?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fdb_57367b3ab9d8174b7d645f6afbd1e9f82e2e9389/site/4pSWjNlc/media/YNY5mRGm/version/YNY5mRGm/manifest.ism/manifest-audio_eng=112000-video_eng=485972-4.ts,magellantv_mind-body
the-surprising-history-of-sex-and-love,https://www.magellantv.com/video/the-surprising-history-of-sex-and-love,https://www.magellantv.com/video/the-surprising-history-of-sex-and-love?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fdf_6abd04e63af468b0fb979654ffef8a1813a0c603/site/4pSWjNlc/media/6mldkh5f/version/8mWiy0GS/manifest.ism/manifest-audio_eng=112000-video_eng=250016-3.ts,magellantv_mind-body
breathe-yoga-saved-my-life,https://www.magellantv.com/video/breathe-yoga-saved-my-life,https://www.magellantv.com/video/breathe-yoga-saved-my-life?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fe4_c00d2eb57d006d6a5d0edb319673de83c9894b9e/site/4pSWjNlc/media/p5artyKr/version/p5artyKr/manifest.ism/manifest-audio_eng=112000-video_eng=245808-1.ts,magellantv_mind-body
the-gut-our-second-brain,https://www.magellantv.com/video/the-gut-our-second-brain,https://www.magellantv.com/video/the-gut-our-second-brain?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fea_2b06b8f6f006c588e869a5a625ee82e8f4051ebd/site/4pSWjNlc/media/oRj1xzpb/version/oRj1xzpb/manifest.ism/manifest-audio_eng=112000-video_eng=1170040-5.ts,magellantv_mind-body
the-plastic-fantastic-brain,https://www.magellantv.com/video/the-plastic-fantastic-brain,https://www.magellantv.com/video/the-plastic-fantastic-brain?type=v,https://videos-cloudfront-usp.jwpsrv.com/64d24fef_c577bdf173df54be4eea6667df668384d764c498/site/4pSWjNlc/media/DU9hChKi/version/DU9hChKi/manifest.ism/manifest-audio_eng=112000-video_eng=224704-1.ts,magellantv_mind-body
