name,url_chunk,content
myvideo milan,https://dm6nckdz08do7.cloudfront.net/myvideo-milan.mp4,my_content
myvideo london,https://d36mvgiamk5bf0.cloudfront.net/myvideo-london.mp4,my_content
myvideo zurich,https://d1c0dw8lumsyrw.cloudfront.net/myvideo.mp4,my_content
myvideo spain,https://d1unwbsd956968.cloudfront.net/myvideo-spain.mp4,my_content
myvideo california,https://d2ujgmo1oihwsm.cloudfront.net/myvideo-california.mp4,my_content
